"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"NAYARIT",14,2020,NA,58,"2020-03-29"
"NUEVO LEÓN",14,2020,NA,6,"2020-03-29"
"OAXACA",14,2020,NA,26,"2020-03-29"
"PUEBLA",14,2020,NA,12,"2020-03-29"
"QUERÉTARO",14,2020,NA,2,"2020-03-29"
"QUINTANA ROO",14,2020,NA,8,"2020-03-29"
"SAN LUIS POTOSÍ",14,2020,NA,21,"2020-03-29"
"SINALOA",14,2020,NA,11,"2020-03-29"
"TABASCO",14,2020,NA,58,"2020-03-29"
"TAMAULIPAS",14,2020,NA,49,"2020-03-29"
"VERACRUZ",14,2020,NA,127,"2020-03-29"
"YUCATÁN",14,2020,NA,12,"2020-03-29"
"BAJA CALIFORNIA",14,2021,NA,1,"2021-04-04"
"CAMPECHE",14,2021,NA,2,"2021-04-04"
"CHIAPAS",14,2021,NA,25,"2021-04-04"
"CIUDAD DE MÉXICO",14,2021,NA,4,"2021-04-04"
"COAHUILA",14,2021,NA,3,"2021-04-04"
"COLIMA",14,2021,NA,24,"2021-04-04"
"DURANGO",14,2021,NA,1,"2021-04-04"
"GUANAJUATO",14,2021,NA,6,"2021-04-04"
"GUERRERO",14,2021,NA,25,"2021-04-04"
"JALISCO",14,2021,NA,51,"2021-04-04"
"MÉXICO",14,2021,NA,4,"2021-04-04"
"MICHOACÁN",14,2021,NA,31,"2021-04-04"
"MORELOS",14,2021,NA,24,"2021-04-04"
"NAYARIT",14,2021,NA,11,"2021-04-04"
"NUEVO LEÓN",14,2021,NA,17,"2021-04-04"
"OAXACA",14,2021,NA,15,"2021-04-04"
"PUEBLA",14,2021,NA,5,"2021-04-04"
"QUINTANA ROO",14,2021,NA,12,"2021-04-04"
"SAN LUIS POTOSÍ",14,2021,NA,9,"2021-04-04"
"SINALOA",14,2021,NA,6,"2021-04-04"
"TABASCO",14,2021,NA,25,"2021-04-04"
"TAMAULIPAS",14,2021,NA,36,"2021-04-04"
"VERACRUZ",14,2021,NA,44,"2021-04-04"
"YUCATÁN",14,2021,NA,3,"2021-04-04"
"BAJA CALIFORNIA",14,2022,NA,2,"2022-04-03"
"BAJA CALIFORNIA SUR",14,2022,NA,3,"2022-04-03"
"CAMPECHE",14,2022,NA,3,"2022-04-03"
"CHIAPAS",14,2022,NA,26,"2022-04-03"
"CIUDAD DE MÉXICO",14,2022,NA,1,"2022-04-03"
"COAHUILA",14,2022,NA,1,"2022-04-03"
"COLIMA",14,2022,NA,3,"2022-04-03"
"GUANAJUATO",14,2022,NA,6,"2022-04-03"
"GUERRERO",14,2022,NA,20,"2022-04-03"
"HIDALGO",14,2022,NA,7,"2022-04-03"
"JALISCO",14,2022,NA,33,"2022-04-03"
"MÉXICO",14,2022,NA,7,"2022-04-03"
"MICHOACÁN",14,2022,NA,18,"2022-04-03"
"MORELOS",14,2022,NA,20,"2022-04-03"
"NAYARIT",14,2022,NA,6,"2022-04-03"
"NUEVO LEÓN",14,2022,NA,7,"2022-04-03"
"OAXACA",14,2022,NA,21,"2022-04-03"
"PUEBLA",14,2022,NA,5,"2022-04-03"
"QUERÉTARO",14,2022,NA,2,"2022-04-03"
"QUINTANA ROO",14,2022,NA,12,"2022-04-03"
"SAN LUIS POTOSÍ",14,2022,NA,11,"2022-04-03"
"SINALOA",14,2022,NA,18,"2022-04-03"
"SONORA",14,2022,NA,1,"2022-04-03"
"TABASCO",14,2022,NA,75,"2022-04-03"
"TAMAULIPAS",14,2022,NA,11,"2022-04-03"
"VERACRUZ",14,2022,NA,54,"2022-04-03"
"YUCATÁN",14,2022,NA,4,"2022-04-03"
"CAMPECHE",15,2020,NA,10,"2020-04-05"
"CHIAPAS",15,2020,NA,21,"2020-04-05"
"CIUDAD DE MÉXICO",15,2020,NA,1,"2020-04-05"
"COLIMA",15,2020,NA,8,"2020-04-05"
"GUANAJUATO",15,2020,NA,4,"2020-04-05"
"GUERRERO",15,2020,NA,53,"2020-04-05"
"HIDALGO",15,2020,NA,6,"2020-04-05"
"JALISCO",15,2020,NA,66,"2020-04-05"
"MÉXICO",15,2020,NA,11,"2020-04-05"
"MICHOACÁN",15,2020,NA,41,"2020-04-05"
"MORELOS",15,2020,NA,10,"2020-04-05"
"NAYARIT",15,2020,NA,75,"2020-04-05"
"NUEVO LEÓN",15,2020,NA,3,"2020-04-05"
"OAXACA",15,2020,NA,19,"2020-04-05"
"PUEBLA",15,2020,NA,4,"2020-04-05"
"QUERÉTARO",15,2020,NA,1,"2020-04-05"
"QUINTANA ROO",15,2020,NA,6,"2020-04-05"
"SAN LUIS POTOSÍ",15,2020,NA,20,"2020-04-05"
"SINALOA",15,2020,NA,7,"2020-04-05"
"SONORA",15,2020,NA,2,"2020-04-05"
"TABASCO",15,2020,NA,32,"2020-04-05"
"TAMAULIPAS",15,2020,NA,52,"2020-04-05"
"VERACRUZ",15,2020,NA,81,"2020-04-05"
"YUCATÁN",15,2020,NA,8,"2020-04-05"
"BAJA CALIFORNIA SUR",15,2021,NA,2,"2021-04-11"
"CHIAPAS",15,2021,NA,39,"2021-04-11"
"CIUDAD DE MÉXICO",15,2021,NA,2,"2021-04-11"
"COLIMA",15,2021,NA,19,"2021-04-11"
"DURANGO",15,2021,NA,2,"2021-04-11"
"GUANAJUATO",15,2021,NA,4,"2021-04-11"
"GUERRERO",15,2021,NA,37,"2021-04-11"
"HIDALGO",15,2021,NA,1,"2021-04-11"
"JALISCO",15,2021,NA,45,"2021-04-11"
"MÉXICO",15,2021,NA,5,"2021-04-11"
"MICHOACÁN",15,2021,NA,37,"2021-04-11"
"MORELOS",15,2021,NA,31,"2021-04-11"
"NAYARIT",15,2021,NA,6,"2021-04-11"
"NUEVO LEÓN",15,2021,NA,11,"2021-04-11"
"OAXACA",15,2021,NA,19,"2021-04-11"
"PUEBLA",15,2021,NA,8,"2021-04-11"
"QUINTANA ROO",15,2021,NA,6,"2021-04-11"
"SAN LUIS POTOSÍ",15,2021,NA,8,"2021-04-11"
"SINALOA",15,2021,NA,3,"2021-04-11"
"SONORA",15,2021,NA,2,"2021-04-11"
"TABASCO",15,2021,NA,14,"2021-04-11"
"TAMAULIPAS",15,2021,NA,35,"2021-04-11"
"VERACRUZ",15,2021,NA,46,"2021-04-11"
"YUCATÁN",15,2021,NA,10,"2021-04-11"
"BAJA CALIFORNIA",15,2022,NA,1,"2022-04-10"
"CAMPECHE",15,2022,NA,4,"2022-04-10"
"CHIAPAS",15,2022,NA,27,"2022-04-10"
"COAHUILA",15,2022,NA,1,"2022-04-10"
"COLIMA",15,2022,NA,13,"2022-04-10"
"GUANAJUATO",15,2022,NA,4,"2022-04-10"
"GUERRERO",15,2022,NA,23,"2022-04-10"
"JALISCO",15,2022,NA,28,"2022-04-10"
"MÉXICO",15,2022,NA,18,"2022-04-10"
"MICHOACÁN",15,2022,NA,12,"2022-04-10"
"MORELOS",15,2022,NA,10,"2022-04-10"
"NAYARIT",15,2022,NA,9,"2022-04-10"
"NUEVO LEÓN",15,2022,NA,5,"2022-04-10"
"OAXACA",15,2022,NA,22,"2022-04-10"
"PUEBLA",15,2022,NA,2,"2022-04-10"
"QUERÉTARO",15,2022,NA,1,"2022-04-10"
"QUINTANA ROO",15,2022,NA,11,"2022-04-10"
"SAN LUIS POTOSÍ",15,2022,NA,6,"2022-04-10"
"SINALOA",15,2022,NA,6,"2022-04-10"
"SONORA",15,2022,NA,2,"2022-04-10"
"TABASCO",15,2022,NA,77,"2022-04-10"
"TAMAULIPAS",15,2022,NA,6,"2022-04-10"
"VERACRUZ",15,2022,NA,36,"2022-04-10"
"YUCATÁN",15,2022,NA,9,"2022-04-10"
"CAMPECHE",16,2020,NA,10,"2020-04-12"
"CHIAPAS",16,2020,NA,21,"2020-04-12"
"COLIMA",16,2020,NA,19,"2020-04-12"
"GUANAJUATO",16,2020,NA,4,"2020-04-12"
"GUERRERO",16,2020,NA,77,"2020-04-12"
"HIDALGO",16,2020,NA,11,"2020-04-12"
"JALISCO",16,2020,NA,105,"2020-04-12"
"MÉXICO",16,2020,NA,5,"2020-04-12"
"MICHOACÁN",16,2020,NA,60,"2020-04-12"
"MORELOS",16,2020,NA,25,"2020-04-12"
"NAYARIT",16,2020,NA,50,"2020-04-12"
"NUEVO LEÓN",16,2020,NA,5,"2020-04-12"
"OAXACA",16,2020,NA,32,"2020-04-12"
"PUEBLA",16,2020,NA,29,"2020-04-12"
"QUERÉTARO",16,2020,NA,2,"2020-04-12"
"QUINTANA ROO",16,2020,NA,10,"2020-04-12"
"SAN LUIS POTOSÍ",16,2020,NA,44,"2020-04-12"
"SINALOA",16,2020,NA,3,"2020-04-12"
"SONORA",16,2020,NA,2,"2020-04-12"
"TABASCO",16,2020,NA,45,"2020-04-12"
"TAMAULIPAS",16,2020,NA,62,"2020-04-12"
"VERACRUZ",16,2020,NA,103,"2020-04-12"
"YUCATÁN",16,2020,NA,11,"2020-04-12"
"AGUASCALIENTES",16,2021,NA,1,"2021-04-18"
"BAJA CALIFORNIA SUR",16,2021,NA,2,"2021-04-18"
"CAMPECHE",16,2021,NA,3,"2021-04-18"
"CHIAPAS",16,2021,NA,22,"2021-04-18"
"CIUDAD DE MÉXICO",16,2021,NA,1,"2021-04-18"
"COAHUILA",16,2021,NA,2,"2021-04-18"
"COLIMA",16,2021,NA,21,"2021-04-18"
"GUANAJUATO",16,2021,NA,4,"2021-04-18"
"GUERRERO",16,2021,NA,32,"2021-04-18"
"HIDALGO",16,2021,NA,1,"2021-04-18"
"JALISCO",16,2021,NA,46,"2021-04-18"
"MÉXICO",16,2021,NA,1,"2021-04-18"
"MICHOACÁN",16,2021,NA,30,"2021-04-18"
"MORELOS",16,2021,NA,40,"2021-04-18"
"NAYARIT",16,2021,NA,17,"2021-04-18"
"NUEVO LEÓN",16,2021,NA,15,"2021-04-18"
"OAXACA",16,2021,NA,31,"2021-04-18"
"PUEBLA",16,2021,NA,10,"2021-04-18"
"QUINTANA ROO",16,2021,NA,6,"2021-04-18"
"SAN LUIS POTOSÍ",16,2021,NA,9,"2021-04-18"
"SINALOA",16,2021,NA,11,"2021-04-18"
"SONORA",16,2021,NA,1,"2021-04-18"
"TABASCO",16,2021,NA,14,"2021-04-18"
"TAMAULIPAS",16,2021,NA,16,"2021-04-18"
"VERACRUZ",16,2021,NA,46,"2021-04-18"
"YUCATÁN",16,2021,NA,7,"2021-04-18"
"BAJA CALIFORNIA SUR",16,2022,NA,3,"2022-04-17"
"CAMPECHE",16,2022,NA,2,"2022-04-17"
"CHIAPAS",16,2022,NA,43,"2022-04-17"
"COAHUILA",16,2022,NA,2,"2022-04-17"
"COLIMA",16,2022,NA,15,"2022-04-17"
"DURANGO",16,2022,NA,2,"2022-04-17"
"GUANAJUATO",16,2022,NA,12,"2022-04-17"
"GUERRERO",16,2022,NA,31,"2022-04-17"
"HIDALGO",16,2022,NA,6,"2022-04-17"
"JALISCO",16,2022,NA,40,"2022-04-17"
"MÉXICO",16,2022,NA,30,"2022-04-17"
"MICHOACÁN",16,2022,NA,19,"2022-04-17"
"MORELOS",16,2022,NA,17,"2022-04-17"
"NAYARIT",16,2022,NA,5,"2022-04-17"
"NUEVO LEÓN",16,2022,NA,16,"2022-04-17"
"OAXACA",16,2022,NA,37,"2022-04-17"
"PUEBLA",16,2022,NA,6,"2022-04-17"
"QUINTANA ROO",16,2022,NA,18,"2022-04-17"
"SAN LUIS POTOSÍ",16,2022,NA,11,"2022-04-17"
"SINALOA",16,2022,NA,9,"2022-04-17"
"SONORA",16,2022,NA,4,"2022-04-17"
"TABASCO",16,2022,NA,112,"2022-04-17"
"TAMAULIPAS",16,2022,NA,9,"2022-04-17"
"VERACRUZ",16,2022,NA,36,"2022-04-17"
"YUCATÁN",16,2022,NA,6,"2022-04-17"
"BAJA CALIFORNIA",17,2020,NA,1,"2020-04-19"
"CAMPECHE",17,2020,NA,7,"2020-04-19"
"CHIAPAS",17,2020,NA,26,"2020-04-19"
"COLIMA",17,2020,NA,12,"2020-04-19"
"GUANAJUATO",17,2020,NA,4,"2020-04-19"
"GUERRERO",17,2020,NA,72,"2020-04-19"
"HIDALGO",17,2020,NA,14,"2020-04-19"
"JALISCO",17,2020,NA,112,"2020-04-19"
"MÉXICO",17,2020,NA,18,"2020-04-19"
"MICHOACÁN",17,2020,NA,57,"2020-04-19"
"MORELOS",17,2020,NA,21,"2020-04-19"
"NAYARIT",17,2020,NA,38,"2020-04-19"
"NUEVO LEÓN",17,2020,NA,4,"2020-04-19"
"OAXACA",17,2020,NA,30,"2020-04-19"
"PUEBLA",17,2020,NA,22,"2020-04-19"
"QUERÉTARO",17,2020,NA,2,"2020-04-19"
"QUINTANA ROO",17,2020,NA,11,"2020-04-19"
"SAN LUIS POTOSÍ",17,2020,NA,46,"2020-04-19"
"SINALOA",17,2020,NA,7,"2020-04-19"
"TABASCO",17,2020,NA,21,"2020-04-19"
"TAMAULIPAS",17,2020,NA,64,"2020-04-19"
"VERACRUZ",17,2020,NA,136,"2020-04-19"
"YUCATÁN",17,2020,NA,10,"2020-04-19"
"AGUASCALIENTES",17,2021,NA,1,"2021-04-25"
"BAJA CALIFORNIA SUR",17,2021,NA,3,"2021-04-25"
"CAMPECHE",17,2021,NA,1,"2021-04-25"
"CHIAPAS",17,2021,NA,24,"2021-04-25"
"CIUDAD DE MÉXICO",17,2021,NA,1,"2021-04-25"
"COAHUILA",17,2021,NA,2,"2021-04-25"
"COLIMA",17,2021,NA,18,"2021-04-25"
"GUANAJUATO",17,2021,NA,3,"2021-04-25"
"GUERRERO",17,2021,NA,40,"2021-04-25"
"HIDALGO",17,2021,NA,2,"2021-04-25"
"JALISCO",17,2021,NA,47,"2021-04-25"
"MÉXICO",17,2021,NA,5,"2021-04-25"
"MICHOACÁN",17,2021,NA,15,"2021-04-25"
"MORELOS",17,2021,NA,50,"2021-04-25"
"NAYARIT",17,2021,NA,6,"2021-04-25"
"NUEVO LEÓN",17,2021,NA,13,"2021-04-25"
"OAXACA",17,2021,NA,30,"2021-04-25"
"PUEBLA",17,2021,NA,5,"2021-04-25"
"QUINTANA ROO",17,2021,NA,9,"2021-04-25"
"SAN LUIS POTOSÍ",17,2021,NA,6,"2021-04-25"
"SINALOA",17,2021,NA,7,"2021-04-25"
"SONORA",17,2021,NA,1,"2021-04-25"
"TABASCO",17,2021,NA,19,"2021-04-25"
"TAMAULIPAS",17,2021,NA,28,"2021-04-25"
"VERACRUZ",17,2021,NA,47,"2021-04-25"
"YUCATÁN",17,2021,NA,7,"2021-04-25"
"BAJA CALIFORNIA",17,2022,NA,2,"2022-04-24"
"BAJA CALIFORNIA SUR",17,2022,NA,5,"2022-04-24"
"CAMPECHE",17,2022,NA,4,"2022-04-24"
"CHIAPAS",17,2022,NA,44,"2022-04-24"
"CHIHUAHUA",17,2022,NA,1,"2022-04-24"
"CIUDAD DE MÉXICO",17,2022,NA,3,"2022-04-24"
"COAHUILA",17,2022,NA,3,"2022-04-24"
"COLIMA",17,2022,NA,18,"2022-04-24"
"GUANAJUATO",17,2022,NA,4,"2022-04-24"
"GUERRERO",17,2022,NA,27,"2022-04-24"
"HIDALGO",17,2022,NA,8,"2022-04-24"
"JALISCO",17,2022,NA,55,"2022-04-24"
"MÉXICO",17,2022,NA,22,"2022-04-24"
"MICHOACÁN",17,2022,NA,17,"2022-04-24"
"MORELOS",17,2022,NA,14,"2022-04-24"
"NAYARIT",17,2022,NA,5,"2022-04-24"
"NUEVO LEÓN",17,2022,NA,17,"2022-04-24"
"OAXACA",17,2022,NA,33,"2022-04-24"
"PUEBLA",17,2022,NA,9,"2022-04-24"
"QUERÉTARO",17,2022,NA,2,"2022-04-24"
"QUINTANA ROO",17,2022,NA,17,"2022-04-24"
"SAN LUIS POTOSÍ",17,2022,NA,8,"2022-04-24"
"SINALOA",17,2022,NA,15,"2022-04-24"
"SONORA",17,2022,NA,4,"2022-04-24"
"TABASCO",17,2022,NA,129,"2022-04-24"
"TAMAULIPAS",17,2022,NA,4,"2022-04-24"
"VERACRUZ",17,2022,NA,38,"2022-04-24"
"YUCATÁN",17,2022,NA,3,"2022-04-24"
"CAMPECHE",18,2020,NA,2,"2020-04-26"
"CHIAPAS",18,2020,NA,12,"2020-04-26"
"COAHUILA",18,2020,NA,1,"2020-04-26"
"COLIMA",18,2020,NA,18,"2020-04-26"
"GUANAJUATO",18,2020,NA,5,"2020-04-26"
"GUERRERO",18,2020,NA,79,"2020-04-26"
"HIDALGO",18,2020,NA,17,"2020-04-26"
"JALISCO",18,2020,NA,118,"2020-04-26"
"MÉXICO",18,2020,NA,11,"2020-04-26"
"MICHOACÁN",18,2020,NA,52,"2020-04-26"
"MORELOS",18,2020,NA,31,"2020-04-26"
"NAYARIT",18,2020,NA,33,"2020-04-26"
"NUEVO LEÓN",18,2020,NA,6,"2020-04-26"
"OAXACA",18,2020,NA,23,"2020-04-26"
"PUEBLA",18,2020,NA,29,"2020-04-26"
"QUERÉTARO",18,2020,NA,7,"2020-04-26"
"QUINTANA ROO",18,2020,NA,8,"2020-04-26"
"SAN LUIS POTOSÍ",18,2020,NA,49,"2020-04-26"
"SONORA",18,2020,NA,3,"2020-04-26"
"TABASCO",18,2020,NA,9,"2020-04-26"
"TAMAULIPAS",18,2020,NA,45,"2020-04-26"
"VERACRUZ",18,2020,NA,100,"2020-04-26"
"YUCATÁN",18,2020,NA,12,"2020-04-26"
"BAJA CALIFORNIA",18,2021,NA,1,"2021-05-02"
"BAJA CALIFORNIA SUR",18,2021,NA,5,"2021-05-02"
"CAMPECHE",18,2021,NA,3,"2021-05-02"
"CHIAPAS",18,2021,NA,21,"2021-05-02"
"CIUDAD DE MÉXICO",18,2021,NA,2,"2021-05-02"
"COAHUILA",18,2021,NA,1,"2021-05-02"
"COLIMA",18,2021,NA,24,"2021-05-02"
"GUANAJUATO",18,2021,NA,9,"2021-05-02"
"GUERRERO",18,2021,NA,29,"2021-05-02"
"HIDALGO",18,2021,NA,5,"2021-05-02"
"JALISCO",18,2021,NA,55,"2021-05-02"
"MÉXICO",18,2021,NA,4,"2021-05-02"
"MICHOACÁN",18,2021,NA,16,"2021-05-02"
"MORELOS",18,2021,NA,59,"2021-05-02"
"NAYARIT",18,2021,NA,9,"2021-05-02"
"NUEVO LEÓN",18,2021,NA,22,"2021-05-02"
"OAXACA",18,2021,NA,23,"2021-05-02"
"PUEBLA",18,2021,NA,2,"2021-05-02"
"QUERÉTARO",18,2021,NA,2,"2021-05-02"
"QUINTANA ROO",18,2021,NA,10,"2021-05-02"
"SAN LUIS POTOSÍ",18,2021,NA,3,"2021-05-02"
"SINALOA",18,2021,NA,6,"2021-05-02"
"SONORA",18,2021,NA,1,"2021-05-02"
"TABASCO",18,2021,NA,14,"2021-05-02"
"TAMAULIPAS",18,2021,NA,30,"2021-05-02"
"VERACRUZ",18,2021,NA,30,"2021-05-02"
"YUCATÁN",18,2021,NA,6,"2021-05-02"
"BAJA CALIFORNIA SUR",18,2022,NA,2,"2022-05-01"
"CHIAPAS",18,2022,NA,15,"2022-05-01"
"COLIMA",18,2022,NA,5,"2022-05-01"
"DURANGO",18,2022,NA,1,"2022-05-01"
"GUANAJUATO",18,2022,NA,2,"2022-05-01"
"GUERRERO",18,2022,NA,14,"2022-05-01"
"HIDALGO",18,2022,NA,1,"2022-05-01"
"JALISCO",18,2022,NA,18,"2022-05-01"
"MÉXICO",18,2022,NA,12,"2022-05-01"
"MICHOACÁN",18,2022,NA,11,"2022-05-01"
"MORELOS",18,2022,NA,6,"2022-05-01"
"NAYARIT",18,2022,NA,3,"2022-05-01"
"NUEVO LEÓN",18,2022,NA,19,"2022-05-01"
"OAXACA",18,2022,NA,19,"2022-05-01"
"QUINTANA ROO",18,2022,NA,14,"2022-05-01"
"SAN LUIS POTOSÍ",18,2022,NA,8,"2022-05-01"
"SINALOA",18,2022,NA,7,"2022-05-01"
"SONORA",18,2022,NA,1,"2022-05-01"
"TABASCO",18,2022,NA,84,"2022-05-01"
"TAMAULIPAS",18,2022,NA,3,"2022-05-01"
"VERACRUZ",18,2022,NA,29,"2022-05-01"
"YUCATÁN",18,2022,NA,7,"2022-05-01"
"CAMPECHE",19,2020,NA,4,"2020-05-03"
"CHIAPAS",19,2020,NA,27,"2020-05-03"
"COAHUILA",19,2020,NA,2,"2020-05-03"
"COLIMA",19,2020,NA,17,"2020-05-03"
"GUANAJUATO",19,2020,NA,2,"2020-05-03"
"GUERRERO",19,2020,NA,107,"2020-05-03"
"HIDALGO",19,2020,NA,16,"2020-05-03"
"JALISCO",19,2020,NA,150,"2020-05-03"
"MÉXICO",19,2020,NA,15,"2020-05-03"
"MICHOACÁN",19,2020,NA,101,"2020-05-03"
"MORELOS",19,2020,NA,26,"2020-05-03"
"NAYARIT",19,2020,NA,47,"2020-05-03"
"NUEVO LEÓN",19,2020,NA,5,"2020-05-03"
"OAXACA",19,2020,NA,37,"2020-05-03"
"PUEBLA",19,2020,NA,24,"2020-05-03"
"QUERÉTARO",19,2020,NA,27,"2020-05-03"
"QUINTANA ROO",19,2020,NA,4,"2020-05-03"
"SAN LUIS POTOSÍ",19,2020,NA,59,"2020-05-03"
"SINALOA",19,2020,NA,2,"2020-05-03"
"SONORA",19,2020,NA,1,"2020-05-03"
"TABASCO",19,2020,NA,11,"2020-05-03"
"TAMAULIPAS",19,2020,NA,63,"2020-05-03"
"VERACRUZ",19,2020,NA,121,"2020-05-03"
"YUCATÁN",19,2020,NA,4,"2020-05-03"
"BAJA CALIFORNIA",19,2021,NA,1,"2021-05-09"
"BAJA CALIFORNIA SUR",19,2021,NA,6,"2021-05-09"
"CAMPECHE",19,2021,NA,3,"2021-05-09"
"CHIAPAS",19,2021,NA,35,"2021-05-09"
"CIUDAD DE MÉXICO",19,2021,NA,2,"2021-05-09"
"COAHUILA",19,2021,NA,3,"2021-05-09"
"COLIMA",19,2021,NA,20,"2021-05-09"
"GUANAJUATO",19,2021,NA,4,"2021-05-09"
"GUERRERO",19,2021,NA,46,"2021-05-09"
"HIDALGO",19,2021,NA,4,"2021-05-09"
"JALISCO",19,2021,NA,60,"2021-05-09"
"MÉXICO",19,2021,NA,7,"2021-05-09"
"MICHOACÁN",19,2021,NA,28,"2021-05-09"
"MORELOS",19,2021,NA,78,"2021-05-09"
"NAYARIT",19,2021,NA,11,"2021-05-09"
"NUEVO LEÓN",19,2021,NA,22,"2021-05-09"
"OAXACA",19,2021,NA,50,"2021-05-09"
"PUEBLA",19,2021,NA,10,"2021-05-09"
"QUERÉTARO",19,2021,NA,2,"2021-05-09"
"QUINTANA ROO",19,2021,NA,10,"2021-05-09"
"SAN LUIS POTOSÍ",19,2021,NA,7,"2021-05-09"
"SINALOA",19,2021,NA,2,"2021-05-09"
"SONORA",19,2021,NA,2,"2021-05-09"
"TABASCO",19,2021,NA,8,"2021-05-09"
"TAMAULIPAS",19,2021,NA,36,"2021-05-09"
"VERACRUZ",19,2021,NA,40,"2021-05-09"
"YUCATÁN",19,2021,NA,8,"2021-05-09"
"AGUASCALIENTES",20,2020,NA,3,"2020-05-10"
"BAJA CALIFORNIA SUR",20,2020,NA,2,"2020-05-10"
"CAMPECHE",20,2020,NA,4,"2020-05-10"
"CHIAPAS",20,2020,NA,33,"2020-05-10"
"COAHUILA",20,2020,NA,1,"2020-05-10"
"COLIMA",20,2020,NA,14,"2020-05-10"
"GUANAJUATO",20,2020,NA,3,"2020-05-10"
"GUERRERO",20,2020,NA,99,"2020-05-10"
"HIDALGO",20,2020,NA,11,"2020-05-10"
"JALISCO",20,2020,NA,209,"2020-05-10"
"MÉXICO",20,2020,NA,12,"2020-05-10"
"MICHOACÁN",20,2020,NA,140,"2020-05-10"
"MORELOS",20,2020,NA,30,"2020-05-10"
"NAYARIT",20,2020,NA,43,"2020-05-10"
"NUEVO LEÓN",20,2020,NA,11,"2020-05-10"
"OAXACA",20,2020,NA,50,"2020-05-10"
"PUEBLA",20,2020,NA,25,"2020-05-10"
"QUERÉTARO",20,2020,NA,40,"2020-05-10"
"QUINTANA ROO",20,2020,NA,11,"2020-05-10"
"SAN LUIS POTOSÍ",20,2020,NA,63,"2020-05-10"
"SINALOA",20,2020,NA,9,"2020-05-10"
"TABASCO",20,2020,NA,31,"2020-05-10"
"TAMAULIPAS",20,2020,NA,64,"2020-05-10"
"VERACRUZ",20,2020,NA,126,"2020-05-10"
"YUCATÁN",20,2020,NA,6,"2020-05-10"
"AGUASCALIENTES",20,2021,NA,1,"2021-05-16"
"BAJA CALIFORNIA SUR",20,2021,NA,2,"2021-05-16"
"CAMPECHE",20,2021,NA,7,"2021-05-16"
"CHIAPAS",20,2021,NA,42,"2021-05-16"
"CIUDAD DE MÉXICO",20,2021,NA,4,"2021-05-16"
"COAHUILA",20,2021,NA,2,"2021-05-16"
"COLIMA",20,2021,NA,29,"2021-05-16"
"DURANGO",20,2021,NA,1,"2021-05-16"
"GUANAJUATO",20,2021,NA,13,"2021-05-16"
"GUERRERO",20,2021,NA,60,"2021-05-16"
"HIDALGO",20,2021,NA,1,"2021-05-16"
"JALISCO",20,2021,NA,63,"2021-05-16"
"MÉXICO",20,2021,NA,19,"2021-05-16"
"MICHOACÁN",20,2021,NA,27,"2021-05-16"
"MORELOS",20,2021,NA,78,"2021-05-16"
"NAYARIT",20,2021,NA,8,"2021-05-16"
"NUEVO LEÓN",20,2021,NA,21,"2021-05-16"
"OAXACA",20,2021,NA,70,"2021-05-16"
"PUEBLA",20,2021,NA,11,"2021-05-16"
"QUERÉTARO",20,2021,NA,1,"2021-05-16"
"QUINTANA ROO",20,2021,NA,24,"2021-05-16"
"SAN LUIS POTOSÍ",20,2021,NA,9,"2021-05-16"
"SINALOA",20,2021,NA,8,"2021-05-16"
"SONORA",20,2021,NA,3,"2021-05-16"
"TABASCO",20,2021,NA,11,"2021-05-16"
"TAMAULIPAS",20,2021,NA,35,"2021-05-16"
"VERACRUZ",20,2021,NA,49,"2021-05-16"
"YUCATÁN",20,2021,NA,7,"2021-05-16"
"ZACATECAS",20,2021,NA,1,"2021-05-16"
"BAJA CALIFORNIA SUR",21,2020,NA,2,"2020-05-17"
"CAMPECHE",21,2020,NA,2,"2020-05-17"
"CHIAPAS",21,2020,NA,63,"2020-05-17"
"CHIHUAHUA",21,2020,NA,1,"2020-05-17"
"COLIMA",21,2020,NA,23,"2020-05-17"
"DURANGO",21,2020,NA,1,"2020-05-17"
"GUANAJUATO",21,2020,NA,8,"2020-05-17"
"GUERRERO",21,2020,NA,128,"2020-05-17"
"HIDALGO",21,2020,NA,14,"2020-05-17"
"JALISCO",21,2020,NA,323,"2020-05-17"
"MÉXICO",21,2020,NA,10,"2020-05-17"
"MICHOACÁN",21,2020,NA,183,"2020-05-17"
"MORELOS",21,2020,NA,24,"2020-05-17"
"NAYARIT",21,2020,NA,57,"2020-05-17"
"NUEVO LEÓN",21,2020,NA,7,"2020-05-17"
"OAXACA",21,2020,NA,36,"2020-05-17"
"PUEBLA",21,2020,NA,46,"2020-05-17"
"QUERÉTARO",21,2020,NA,1,"2020-05-17"
"QUINTANA ROO",21,2020,NA,19,"2020-05-17"
"SAN LUIS POTOSÍ",21,2020,NA,83,"2020-05-17"
"SINALOA",21,2020,NA,10,"2020-05-17"
"SONORA",21,2020,NA,3,"2020-05-17"
"TABASCO",21,2020,NA,14,"2020-05-17"
"TAMAULIPAS",21,2020,NA,55,"2020-05-17"
"VERACRUZ",21,2020,NA,98,"2020-05-17"
"YUCATÁN",21,2020,NA,10,"2020-05-17"
"BAJA CALIFORNIA SUR",21,2021,NA,1,"2021-05-23"
"CAMPECHE",21,2021,NA,6,"2021-05-23"
"CHIAPAS",21,2021,NA,32,"2021-05-23"
