"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"VERACRUZ",8,2015,39,39,"2015-02-22"
"TABASCO",8,2015,21,21,"2015-02-22"
"JALISCO",8,2015,62,62,"2015-02-22"
"NUEVO LEÓN",8,2015,109,109,"2015-02-22"
"MICHOACÁN",8,2015,46,46,"2015-02-22"
"OAXACA",8,2015,110,110,"2015-02-22"
"NAYARIT",8,2015,14,14,"2015-02-22"
"QUINTANA ROO",8,2015,67,67,"2015-02-22"
"COLIMA",8,2015,51,51,"2015-02-22"
"CAMPECHE",8,2015,15,15,"2015-02-22"
"SONORA",8,2015,29,29,"2015-02-22"
"SINALOA",8,2015,30,30,"2015-02-22"
"TAMAULIPAS",8,2015,22,22,"2015-02-22"
"YUCATÁN",8,2015,27,27,"2015-02-22"
"SAN LUIS POTOSÍ",8,2015,26,26,"2015-02-22"
"MORELOS",8,2015,49,49,"2015-02-22"
"PUEBLA",8,2015,42,42,"2015-02-22"
"BAJA CALIFORNIA SUR",8,2015,9,9,"2015-02-22"
"MÉXICO",8,2015,8,8,"2015-02-22"
"HIDALGO",8,2015,4,4,"2015-02-22"
"BAJA CALIFORNIA",8,2015,4,4,"2015-02-22"
"AGUASCALIENTES",8,2015,0,0,"2015-02-22"
"COAHUILA",8,2015,4,4,"2015-02-22"
"CHIHUAHUA",8,2015,0,0,"2015-02-22"
"CIUDAD DE MÉXICO",8,2015,0,0,"2015-02-22"
"DURANGO",8,2015,0,0,"2015-02-22"
"GUANAJUATO",8,2015,0,0,"2015-02-22"
"QUERÉTARO",8,2015,0,0,"2015-02-22"
"TLAXCALA",8,2015,0,0,"2015-02-22"
"ZACATECAS",8,2015,0,0,"2015-02-22"
"GUERRERO",9,2015,365,365,"2015-03-01"
"CHIAPAS",9,2015,152,152,"2015-03-01"
"VERACRUZ",9,2015,55,55,"2015-03-01"
"TABASCO",9,2015,20,20,"2015-03-01"
"NUEVO LEÓN",9,2015,92,92,"2015-03-01"
"JALISCO",9,2015,54,54,"2015-03-01"
"MICHOACÁN",9,2015,47,47,"2015-03-01"
"NAYARIT",9,2015,20,20,"2015-03-01"
"OAXACA",9,2015,127,127,"2015-03-01"
"QUINTANA ROO",9,2015,51,51,"2015-03-01"
"COLIMA",9,2015,69,69,"2015-03-01"
"SONORA",9,2015,15,15,"2015-03-01"
"CAMPECHE",9,2015,22,22,"2015-03-01"
"TAMAULIPAS",9,2015,30,30,"2015-03-01"
"SINALOA",9,2015,23,23,"2015-03-01"
"SAN LUIS POTOSÍ",9,2015,35,35,"2015-03-01"
"YUCATÁN",9,2015,29,29,"2015-03-01"
"MORELOS",9,2015,37,37,"2015-03-01"
"PUEBLA",9,2015,67,67,"2015-03-01"
"MÉXICO",9,2015,3,3,"2015-03-01"
"BAJA CALIFORNIA SUR",9,2015,8,8,"2015-03-01"
"HIDALGO",9,2015,10,10,"2015-03-01"
"COAHUILA",9,2015,7,7,"2015-03-01"
"BAJA CALIFORNIA",9,2015,3,3,"2015-03-01"
"AGUASCALIENTES",9,2015,0,0,"2015-03-01"
"CHIHUAHUA",9,2015,1,1,"2015-03-01"
"CIUDAD DE MÉXICO",9,2015,0,0,"2015-03-01"
"DURANGO",9,2015,1,1,"2015-03-01"
"GUANAJUATO",9,2015,0,0,"2015-03-01"
"QUERÉTARO",9,2015,0,0,"2015-03-01"
"TLAXCALA",9,2015,0,0,"2015-03-01"
"ZACATECAS",9,2015,0,0,"2015-03-01"
"GUERRERO",10,2015,394,394,"2015-03-08"
"VERACRUZ",10,2015,53,53,"2015-03-08"
"CHIAPAS",10,2015,100,100,"2015-03-08"
"TABASCO",10,2015,25,25,"2015-03-08"
"NUEVO LEÓN",10,2015,90,90,"2015-03-08"
"JALISCO",10,2015,40,40,"2015-03-08"
"MICHOACÁN",10,2015,44,44,"2015-03-08"
"NAYARIT",10,2015,15,15,"2015-03-08"
"OAXACA",10,2015,70,70,"2015-03-08"
"QUINTANA ROO",10,2015,55,55,"2015-03-08"
"COLIMA",10,2015,52,52,"2015-03-08"
"SONORA",10,2015,23,23,"2015-03-08"
"SINALOA",10,2015,29,29,"2015-03-08"
"CAMPECHE",10,2015,24,24,"2015-03-08"
"SAN LUIS POTOSÍ",10,2015,42,42,"2015-03-08"
"TAMAULIPAS",10,2015,26,26,"2015-03-08"
"YUCATÁN",10,2015,35,35,"2015-03-08"
"MORELOS",10,2015,33,33,"2015-03-08"
"PUEBLA",10,2015,29,29,"2015-03-08"
"MÉXICO",10,2015,28,28,"2015-03-08"
"BAJA CALIFORNIA SUR",10,2015,11,11,"2015-03-08"
"HIDALGO",10,2015,10,10,"2015-03-08"
"COAHUILA",10,2015,4,4,"2015-03-08"
"BAJA CALIFORNIA",10,2015,0,0,"2015-03-08"
"AGUASCALIENTES",10,2015,0,0,"2015-03-08"
"CHIHUAHUA",10,2015,0,0,"2015-03-08"
"CIUDAD DE MÉXICO",10,2015,0,0,"2015-03-08"
"DURANGO",10,2015,0,0,"2015-03-08"
"GUANAJUATO",10,2015,-1,-1,"2015-03-08"
"QUERÉTARO",10,2015,0,0,"2015-03-08"
"TLAXCALA",10,2015,0,0,"2015-03-08"
"ZACATECAS",10,2015,2,2,"2015-03-08"
"GUERRERO",11,2015,360,360,"2015-03-15"
"CHIAPAS",11,2015,112,112,"2015-03-15"
"VERACRUZ",11,2015,45,45,"2015-03-15"
"NUEVO LEÓN",11,2015,85,85,"2015-03-15"
"TABASCO",11,2015,10,10,"2015-03-15"
"JALISCO",11,2015,31,31,"2015-03-15"
"MICHOACÁN",11,2015,36,36,"2015-03-15"
"NAYARIT",11,2015,10,10,"2015-03-15"
"OAXACA",11,2015,33,33,"2015-03-15"
"QUINTANA ROO",11,2015,51,51,"2015-03-15"
"COLIMA",11,2015,66,66,"2015-03-15"
"SINALOA",11,2015,18,18,"2015-03-15"
"SAN LUIS POTOSÍ",11,2015,16,16,"2015-03-15"
"SONORA",11,2015,28,28,"2015-03-15"
"TAMAULIPAS",11,2015,36,36,"2015-03-15"
"CAMPECHE",11,2015,9,9,"2015-03-15"
"YUCATÁN",11,2015,44,44,"2015-03-15"
"MORELOS",11,2015,30,30,"2015-03-15"
"BAJA CALIFORNIA SUR",11,2015,9,9,"2015-03-15"
"PUEBLA",11,2015,13,13,"2015-03-15"
"MÉXICO",11,2015,3,3,"2015-03-15"
"HIDALGO",11,2015,6,6,"2015-03-15"
"COAHUILA",11,2015,9,9,"2015-03-15"
"BAJA CALIFORNIA",11,2015,0,0,"2015-03-15"
"AGUASCALIENTES",11,2015,0,0,"2015-03-15"
"CHIHUAHUA",11,2015,0,0,"2015-03-15"
"CIUDAD DE MÉXICO",11,2015,1,1,"2015-03-15"
"DURANGO",11,2015,1,1,"2015-03-15"
"GUANAJUATO",11,2015,0,0,"2015-03-15"
"QUERÉTARO",11,2015,0,0,"2015-03-15"
"TLAXCALA",11,2015,0,0,"2015-03-15"
"ZACATECAS",11,2015,0,0,"2015-03-15"
"GUERRERO",12,2015,359,359,"2015-03-22"
"CHIAPAS",12,2015,109,109,"2015-03-22"
"VERACRUZ",12,2015,73,73,"2015-03-22"
"TABASCO",12,2015,31,31,"2015-03-22"
"NUEVO LEÓN",12,2015,142,142,"2015-03-22"
"JALISCO",12,2015,31,31,"2015-03-22"
"MICHOACÁN",12,2015,70,70,"2015-03-22"
"NAYARIT",12,2015,19,19,"2015-03-22"
"OAXACA",12,2015,76,76,"2015-03-22"
"QUINTANA ROO",12,2015,47,47,"2015-03-22"
"COLIMA",12,2015,125,125,"2015-03-22"
"TAMAULIPAS",12,2015,44,44,"2015-03-22"
"SINALOA",12,2015,23,23,"2015-03-22"
"SAN LUIS POTOSÍ",12,2015,39,39,"2015-03-22"
"SONORA",12,2015,19,19,"2015-03-22"
"CAMPECHE",12,2015,21,21,"2015-03-22"
"YUCATÁN",12,2015,40,40,"2015-03-22"
"MORELOS",12,2015,39,39,"2015-03-22"
"BAJA CALIFORNIA SUR",12,2015,3,3,"2015-03-22"
"PUEBLA",12,2015,26,26,"2015-03-22"
"MÉXICO",12,2015,20,20,"2015-03-22"
"HIDALGO",12,2015,10,10,"2015-03-22"
"COAHUILA",12,2015,6,6,"2015-03-22"
"BAJA CALIFORNIA",12,2015,1,1,"2015-03-22"
"AGUASCALIENTES",12,2015,0,0,"2015-03-22"
"CHIHUAHUA",12,2015,0,0,"2015-03-22"
"CIUDAD DE MÉXICO",12,2015,2,2,"2015-03-22"
"DURANGO",12,2015,0,0,"2015-03-22"
"GUANAJUATO",12,2015,1,1,"2015-03-22"
"QUERÉTARO",12,2015,1,1,"2015-03-22"
"TLAXCALA",12,2015,0,0,"2015-03-22"
"ZACATECAS",12,2015,0,0,"2015-03-22"
"GUERRERO",13,2015,162,162,"2015-03-29"
"CHIAPAS",13,2015,71,71,"2015-03-29"
"VERACRUZ",13,2015,39,39,"2015-03-29"
"NUEVO LEÓN",13,2015,91,91,"2015-03-29"
"TABASCO",13,2015,19,19,"2015-03-29"
"JALISCO",13,2015,41,41,"2015-03-29"
"MICHOACÁN",13,2015,42,42,"2015-03-29"
"NAYARIT",13,2015,14,14,"2015-03-29"
"OAXACA",13,2015,57,57,"2015-03-29"
"QUINTANA ROO",13,2015,35,35,"2015-03-29"
"COLIMA",13,2015,71,71,"2015-03-29"
"TAMAULIPAS",13,2015,18,18,"2015-03-29"
"SONORA",13,2015,11,11,"2015-03-29"
"SINALOA",13,2015,10,10,"2015-03-29"
"SAN LUIS POTOSÍ",13,2015,27,27,"2015-03-29"
"CAMPECHE",13,2015,8,8,"2015-03-29"
"YUCATÁN",13,2015,16,16,"2015-03-29"
"MORELOS",13,2015,24,24,"2015-03-29"
"MÉXICO",13,2015,17,17,"2015-03-29"
"PUEBLA",13,2015,22,22,"2015-03-29"
"BAJA CALIFORNIA SUR",13,2015,3,3,"2015-03-29"
"HIDALGO",13,2015,7,7,"2015-03-29"
"COAHUILA",13,2015,2,2,"2015-03-29"
"BAJA CALIFORNIA",13,2015,1,1,"2015-03-29"
"AGUASCALIENTES",13,2015,0,0,"2015-03-29"
"CHIHUAHUA",13,2015,0,0,"2015-03-29"
"CIUDAD DE MÉXICO",13,2015,2,2,"2015-03-29"
"DURANGO",13,2015,0,0,"2015-03-29"
"GUANAJUATO",13,2015,0,0,"2015-03-29"
"QUERÉTARO",13,2015,1,1,"2015-03-29"
"TLAXCALA",13,2015,0,0,"2015-03-29"
"ZACATECAS",13,2015,0,0,"2015-03-29"
"GUERRERO",14,2015,395,395,"2015-04-05"
"CHIAPAS",14,2015,102,102,"2015-04-05"
"VERACRUZ",14,2015,57,57,"2015-04-05"
"TABASCO",14,2015,34,34,"2015-04-05"
"NUEVO LEÓN",14,2015,191,191,"2015-04-05"
"JALISCO",14,2015,47,47,"2015-04-05"
"MICHOACÁN",14,2015,74,74,"2015-04-05"
"OAXACA",14,2015,121,121,"2015-04-05"
"NAYARIT",14,2015,13,13,"2015-04-05"
"QUINTANA ROO",14,2015,49,49,"2015-04-05"
"COLIMA",14,2015,103,103,"2015-04-05"
"TAMAULIPAS",14,2015,55,55,"2015-04-05"
"SONORA",14,2015,13,13,"2015-04-05"
"SINALOA",14,2015,28,28,"2015-04-05"
"SAN LUIS POTOSÍ",14,2015,46,46,"2015-04-05"
"CAMPECHE",14,2015,14,14,"2015-04-05"
"YUCATÁN",14,2015,34,34,"2015-04-05"
"MORELOS",14,2015,16,16,"2015-04-05"
"BAJA CALIFORNIA SUR",14,2015,7,7,"2015-04-05"
"MÉXICO",14,2015,11,11,"2015-04-05"
"PUEBLA",14,2015,37,37,"2015-04-05"
"HIDALGO",14,2015,12,12,"2015-04-05"
"COAHUILA",14,2015,7,7,"2015-04-05"
"BAJA CALIFORNIA",14,2015,4,4,"2015-04-05"
"GUANAJUATO",14,2015,3,3,"2015-04-05"
"AGUASCALIENTES",14,2015,0,0,"2015-04-05"
"CHIHUAHUA",14,2015,0,0,"2015-04-05"
"CIUDAD DE MÉXICO",14,2015,0,0,"2015-04-05"
"DURANGO",14,2015,0,0,"2015-04-05"
"QUERÉTARO",14,2015,2,2,"2015-04-05"
"TLAXCALA",14,2015,0,0,"2015-04-05"
"ZACATECAS",14,2015,0,0,"2015-04-05"
"GUERRERO",19,2015,2137,2137,"2015-05-10"
"CHIAPAS",19,2015,827,827,"2015-05-10"
"VERACRUZ",19,2015,573,573,"2015-05-10"
"MICHOACÁN",19,2015,794,794,"2015-05-10"
"NUEVO LEÓN",19,2015,974,974,"2015-05-10"
"TABASCO",19,2015,179,179,"2015-05-10"
"JALISCO",19,2015,407,407,"2015-05-10"
"NAYARIT",19,2015,275,275,"2015-05-10"
"OAXACA",19,2015,618,618,"2015-05-10"
"QUINTANA ROO",19,2015,262,262,"2015-05-10"
"TAMAULIPAS",19,2015,472,472,"2015-05-10"
"COLIMA",19,2015,861,861,"2015-05-10"
"SONORA",19,2015,186,186,"2015-05-10"
"SINALOA",19,2015,141,141,"2015-05-10"
"MÉXICO",19,2015,69,69,"2015-05-10"
"SAN LUIS POTOSÍ",19,2015,269,269,"2015-05-10"
"YUCATÁN",19,2015,219,219,"2015-05-10"
"CAMPECHE",19,2015,96,96,"2015-05-10"
"BAJA CALIFORNIA SUR",19,2015,26,26,"2015-05-10"
"MORELOS",19,2015,233,233,"2015-05-10"
"PUEBLA",19,2015,183,183,"2015-05-10"
"HIDALGO",19,2015,108,108,"2015-05-10"
"COAHUILA",19,2015,40,40,"2015-05-10"
"GUANAJUATO",19,2015,6,6,"2015-05-10"
"BAJA CALIFORNIA",19,2015,16,16,"2015-05-10"
"DURANGO",19,2015,2,2,"2015-05-10"
"AGUASCALIENTES",19,2015,0,0,"2015-05-10"
"CHIHUAHUA",19,2015,1,1,"2015-05-10"
"CIUDAD DE MÉXICO",19,2015,33,33,"2015-05-10"
"QUERÉTARO",19,2015,6,6,"2015-05-10"
"TLAXCALA",19,2015,4,4,"2015-05-10"
"ZACATECAS",19,2015,1,1,"2015-05-10"
"GUERRERO",22,2015,1384,1384,"2015-05-31"
"CHIAPAS",22,2015,1047,1047,"2015-05-31"
"VERACRUZ",22,2015,441,441,"2015-05-31"
"MICHOACÁN",22,2015,503,503,"2015-05-31"
"NUEVO LEÓN",22,2015,741,741,"2015-05-31"
"TABASCO",22,2015,152,152,"2015-05-31"
"JALISCO",22,2015,267,267,"2015-05-31"
"NAYARIT",22,2015,270,270,"2015-05-31"
"QUINTANA ROO",22,2015,211,211,"2015-05-31"
"TAMAULIPAS",22,2015,407,407,"2015-05-31"
"OAXACA",22,2015,184,184,"2015-05-31"
"MÉXICO",22,2015,87,87,"2015-05-31"
"COLIMA",22,2015,1275,1275,"2015-05-31"
"SINALOA",22,2015,118,118,"2015-05-31"
"SONORA",22,2015,140,140,"2015-05-31"
"SAN LUIS POTOSÍ",22,2015,162,162,"2015-05-31"
"YUCATÁN",22,2015,134,134,"2015-05-31"
"CAMPECHE",22,2015,138,138,"2015-05-31"
"BAJA CALIFORNIA SUR",22,2015,37,37,"2015-05-31"
"MORELOS",22,2015,267,267,"2015-05-31"
"PUEBLA",22,2015,154,154,"2015-05-31"
"COAHUILA",22,2015,27,27,"2015-05-31"
"HIDALGO",22,2015,49,49,"2015-05-31"
"BAJA CALIFORNIA",22,2015,11,11,"2015-05-31"
"DURANGO",22,2015,3,3,"2015-05-31"
"GUANAJUATO",22,2015,6,6,"2015-05-31"
"AGUASCALIENTES",22,2015,0,0,"2015-05-31"
"CHIHUAHUA",22,2015,0,0,"2015-05-31"
"CIUDAD DE MÉXICO",22,2015,0,0,"2015-05-31"
"QUERÉTARO",22,2015,2,2,"2015-05-31"
"TLAXCALA",22,2015,0,0,"2015-05-31"
"ZACATECAS",22,2015,1,1,"2015-05-31"
"GUERRERO",23,2015,493,493,"2015-06-07"
"CHIAPAS",23,2015,423,423,"2015-06-07"
"VERACRUZ",23,2015,191,191,"2015-06-07"
"MICHOACÁN",23,2015,139,139,"2015-06-07"
"NUEVO LEÓN",23,2015,263,263,"2015-06-07"
"TABASCO",23,2015,42,42,"2015-06-07"
"JALISCO",23,2015,150,150,"2015-06-07"
"NAYARIT",23,2015,135,135,"2015-06-07"
"QUINTANA ROO",23,2015,76,76,"2015-06-07"
"MÉXICO",23,2015,56,56,"2015-06-07"
"TAMAULIPAS",23,2015,131,131,"2015-06-07"
"OAXACA",23,2015,142,142,"2015-06-07"
"COLIMA",23,2015,612,612,"2015-06-07"
"SONORA",23,2015,63,63,"2015-06-07"
"SINALOA",23,2015,37,37,"2015-06-07"
"YUCATÁN",23,2015,92,92,"2015-06-07"
"SAN LUIS POTOSÍ",23,2015,55,55,"2015-06-07"
"CAMPECHE",23,2015,37,37,"2015-06-07"
"MORELOS",23,2015,120,120,"2015-06-07"
"BAJA CALIFORNIA SUR",23,2015,6,6,"2015-06-07"
"PUEBLA",23,2015,53,53,"2015-06-07"
"COAHUILA",23,2015,14,14,"2015-06-07"
"HIDALGO",23,2015,16,16,"2015-06-07"
"BAJA CALIFORNIA",23,2015,7,7,"2015-06-07"
"DURANGO",23,2015,2,2,"2015-06-07"
"GUANAJUATO",23,2015,1,1,"2015-06-07"
"AGUASCALIENTES",23,2015,0,0,"2015-06-07"
"CHIHUAHUA",23,2015,0,0,"2015-06-07"
"CIUDAD DE MÉXICO",23,2015,-14,-14,"2015-06-07"
"QUERÉTARO",23,2015,0,0,"2015-06-07"
"TLAXCALA",23,2015,1,1,"2015-06-07"
"ZACATECAS",23,2015,0,0,"2015-06-07"
"GUERRERO",25,2015,1120,1120,"2015-06-21"
"CHIAPAS",25,2015,1066,1066,"2015-06-21"
"VERACRUZ",25,2015,556,556,"2015-06-21"
"NUEVO LEÓN",25,2015,468,468,"2015-06-21"
"MICHOACÁN",25,2015,518,518,"2015-06-21"
"JALISCO",25,2015,367,367,"2015-06-21"
"TABASCO",25,2015,101,101,"2015-06-21"
"MÉXICO",25,2015,103,103,"2015-06-21"
"NAYARIT",25,2015,232,232,"2015-06-21"
"QUINTANA ROO",25,2015,139,139,"2015-06-21"
"TAMAULIPAS",25,2015,201,201,"2015-06-21"
"COLIMA",25,2015,1915,1915,"2015-06-21"
"OAXACA",25,2015,310,310,"2015-06-21"
"SINALOA",25,2015,65,65,"2015-06-21"
"SONORA",25,2015,217,217,"2015-06-21"
"YUCATÁN",25,2015,181,181,"2015-06-21"
"SAN LUIS POTOSÍ",25,2015,69,69,"2015-06-21"
"MORELOS",25,2015,289,289,"2015-06-21"
"CAMPECHE",25,2015,163,163,"2015-06-21"
"PUEBLA",25,2015,125,125,"2015-06-21"
"BAJA CALIFORNIA SUR",25,2015,27,27,"2015-06-21"
"COAHUILA",25,2015,20,20,"2015-06-21"
"HIDALGO",25,2015,38,38,"2015-06-21"
"BAJA CALIFORNIA",25,2015,18,18,"2015-06-21"
"DURANGO",25,2015,6,6,"2015-06-21"
"GUANAJUATO",25,2015,4,4,"2015-06-21"
"AGUASCALIENTES",25,2015,0,0,"2015-06-21"
"CHIHUAHUA",25,2015,0,0,"2015-06-21"
"CIUDAD DE MÉXICO",25,2015,-3,-3,"2015-06-21"
"QUERÉTARO",25,2015,0,0,"2015-06-21"
"TLAXCALA",25,2015,0,0,"2015-06-21"
"ZACATECAS",25,2015,0,0,"2015-06-21"
"GUERRERO",26,2015,534,534,"2015-06-28"
"CHIAPAS",26,2015,542,542,"2015-06-28"
"VERACRUZ",26,2015,455,455,"2015-06-28"
"JALISCO",26,2015,188,188,"2015-06-28"
"NUEVO LEÓN",26,2015,227,227,"2015-06-28"
"MICHOACÁN",26,2015,354,354,"2015-06-28"
"TABASCO",26,2015,79,79,"2015-06-28"
"MÉXICO",26,2015,43,43,"2015-06-28"
"TAMAULIPAS",26,2015,84,84,"2015-06-28"
"NAYARIT",26,2015,130,130,"2015-06-28"
"COLIMA",26,2015,1250,1250,"2015-06-28"
"QUINTANA ROO",26,2015,80,80,"2015-06-28"
"OAXACA",26,2015,203,203,"2015-06-28"
"SINALOA",26,2015,25,25,"2015-06-28"
"SONORA",26,2015,85,85,"2015-06-28"
"YUCATÁN",26,2015,134,134,"2015-06-28"
"SAN LUIS POTOSÍ",26,2015,24,24,"2015-06-28"
"MORELOS",26,2015,130,130,"2015-06-28"
"CAMPECHE",26,2015,152,152,"2015-06-28"
"PUEBLA",26,2015,66,66,"2015-06-28"
"BAJA CALIFORNIA SUR",26,2015,15,15,"2015-06-28"
"COAHUILA",26,2015,15,15,"2015-06-28"
"HIDALGO",26,2015,21,21,"2015-06-28"
"BAJA CALIFORNIA",26,2015,2,2,"2015-06-28"
"DURANGO",26,2015,1,1,"2015-06-28"
"GUANAJUATO",26,2015,1,1,"2015-06-28"
"AGUASCALIENTES",26,2015,1,1,"2015-06-28"
"CHIHUAHUA",26,2015,0,0,"2015-06-28"
"CIUDAD DE MÉXICO",26,2015,6,6,"2015-06-28"
"QUERÉTARO",26,2015,3,3,"2015-06-28"
"TLAXCALA",26,2015,0,0,"2015-06-28"
"ZACATECAS",26,2015,1,1,"2015-06-28"
"GUERRERO",27,2015,653,653,"2015-07-05"
"CHIAPAS",27,2015,460,460,"2015-07-05"
"VERACRUZ",27,2015,590,590,"2015-07-05"
"JALISCO",27,2015,175,175,"2015-07-05"
"NUEVO LEÓN",27,2015,241,241,"2015-07-05"
"MICHOACÁN",27,2015,338,338,"2015-07-05"
"TABASCO",27,2015,86,86,"2015-07-05"
"MÉXICO",27,2015,36,36,"2015-07-05"
"TAMAULIPAS",27,2015,79,79,"2015-07-05"
"COLIMA",27,2015,1400,1400,"2015-07-05"
"NAYARIT",27,2015,99,99,"2015-07-05"
"QUINTANA ROO",27,2015,121,121,"2015-07-05"
"OAXACA",27,2015,178,178,"2015-07-05"
"SINALOA",27,2015,31,31,"2015-07-05"
"SONORA",27,2015,115,115,"2015-07-05"
"YUCATÁN",27,2015,164,164,"2015-07-05"
"SAN LUIS POTOSÍ",27,2015,33,33,"2015-07-05"
"MORELOS",27,2015,203,203,"2015-07-05"
"CAMPECHE",27,2015,192,192,"2015-07-05"
"PUEBLA",27,2015,118,118,"2015-07-05"
"BAJA CALIFORNIA SUR",27,2015,21,21,"2015-07-05"
"COAHUILA",27,2015,13,13,"2015-07-05"
"HIDALGO",27,2015,22,22,"2015-07-05"
"BAJA CALIFORNIA",27,2015,2,2,"2015-07-05"
"DURANGO",27,2015,1,1,"2015-07-05"
"GUANAJUATO",27,2015,1,1,"2015-07-05"
"AGUASCALIENTES",27,2015,0,0,"2015-07-05"
"CHIHUAHUA",27,2015,0,0,"2015-07-05"
"CIUDAD DE MÉXICO",27,2015,2,2,"2015-07-05"
"QUERÉTARO",27,2015,1,1,"2015-07-05"
"TLAXCALA",27,2015,0,0,"2015-07-05"
"ZACATECAS",27,2015,50,50,"2015-07-05"
"GUERRERO",29,2015,1059,1059,"2015-07-19"
"VERACRUZ",29,2015,1795,1795,"2015-07-19"
"CHIAPAS",29,2015,919,919,"2015-07-19"
"JALISCO",29,2015,483,483,"2015-07-19"
"NUEVO LEÓN",29,2015,402,402,"2015-07-19"
"MICHOACÁN",29,2015,1177,1177,"2015-07-19"
"TABASCO",29,2015,222,222,"2015-07-19"
"MÉXICO",29,2015,66,66,"2015-07-19"
"TAMAULIPAS",29,2015,175,175,"2015-07-19"
"COLIMA",29,2015,2488,2488,"2015-07-19"
"NAYARIT",29,2015,229,229,"2015-07-19"
"QUINTANA ROO",29,2015,341,341,"2015-07-19"
"OAXACA",29,2015,348,348,"2015-07-19"
"SINALOA",29,2015,55,55,"2015-07-19"
"SONORA",29,2015,190,190,"2015-07-19"
"SAN LUIS POTOSÍ",29,2015,105,105,"2015-07-19"
"YUCATÁN",29,2015,716,716,"2015-07-19"
"MORELOS",29,2015,491,491,"2015-07-19"
"PUEBLA",29,2015,231,231,"2015-07-19"
"CAMPECHE",29,2015,839,839,"2015-07-19"
"BAJA CALIFORNIA SUR",29,2015,17,17,"2015-07-19"
"HIDALGO",29,2015,20,20,"2015-07-19"
"COAHUILA",29,2015,8,8,"2015-07-19"
"BAJA CALIFORNIA",29,2015,8,8,"2015-07-19"
"DURANGO",29,2015,3,3,"2015-07-19"
"GUANAJUATO",29,2015,2,2,"2015-07-19"
"AGUASCALIENTES",29,2015,0,0,"2015-07-19"
"CHIHUAHUA",29,2015,0,0,"2015-07-19"
"CIUDAD DE MÉXICO",29,2015,7,7,"2015-07-19"
"QUERÉTARO",29,2015,2,2,"2015-07-19"
"TLAXCALA",29,2015,0,0,"2015-07-19"
"ZACATECAS",29,2015,73,73,"2015-07-19"
"GUERRERO",30,2015,507,507,"2015-07-26"
"VERACRUZ",30,2015,1339,1339,"2015-07-26"
"CHIAPAS",30,2015,355,355,"2015-07-26"
"JALISCO",30,2015,296,296,"2015-07-26"
"NUEVO LEÓN",30,2015,178,178,"2015-07-26"
"MICHOACÁN",30,2015,468,468,"2015-07-26"
"TABASCO",30,2015,164,164,"2015-07-26"
"TAMAULIPAS",30,2015,108,108,"2015-07-26"
"MÉXICO",30,2015,73,73,"2015-07-26"
"COLIMA",30,2015,1063,1063,"2015-07-26"
"NAYARIT",30,2015,88,88,"2015-07-26"
"QUINTANA ROO",30,2015,199,199,"2015-07-26"
"OAXACA",30,2015,316,316,"2015-07-26"
"SINALOA",30,2015,27,27,"2015-07-26"
"SONORA",30,2015,85,85,"2015-07-26"
"MORELOS",30,2015,328,328,"2015-07-26"
"YUCATÁN",30,2015,638,638,"2015-07-26"
"SAN LUIS POTOSÍ",30,2015,39,39,"2015-07-26"
"PUEBLA",30,2015,65,65,"2015-07-26"
"CAMPECHE",30,2015,584,584,"2015-07-26"
"BAJA CALIFORNIA SUR",30,2015,12,12,"2015-07-26"
"HIDALGO",30,2015,6,6,"2015-07-26"
"COAHUILA",30,2015,11,11,"2015-07-26"
"GUANAJUATO",30,2015,4,4,"2015-07-26"
"BAJA CALIFORNIA",30,2015,3,3,"2015-07-26"
"DURANGO",30,2015,0,0,"2015-07-26"
"AGUASCALIENTES",30,2015,0,0,"2015-07-26"
"CHIHUAHUA",30,2015,0,0,"2015-07-26"
"CIUDAD DE MÉXICO",30,2015,2,2,"2015-07-26"
"QUERÉTARO",30,2015,0,0,"2015-07-26"
"TLAXCALA",30,2015,0,0,"2015-07-26"
"ZACATECAS",30,2015,29,29,"2015-07-26"
"GUERRERO",31,2015,561,561,"2015-08-02"
"VERACRUZ",31,2015,1347,1347,"2015-08-02"
"CHIAPAS",31,2015,266,266,"2015-08-02"
"JALISCO",31,2015,351,351,"2015-08-02"
"NUEVO LEÓN",31,2015,161,161,"2015-08-02"
"MICHOACÁN",31,2015,582,582,"2015-08-02"
"TABASCO",31,2015,159,159,"2015-08-02"
"TAMAULIPAS",31,2015,116,116,"2015-08-02"
"MÉXICO",31,2015,70,70,"2015-08-02"
"COLIMA",31,2015,1346,1346,"2015-08-02"
"NAYARIT",31,2015,171,171,"2015-08-02"
"QUINTANA ROO",31,2015,206,206,"2015-08-02"
"OAXACA",31,2015,320,320,"2015-08-02"
"SINALOA",31,2015,28,28,"2015-08-02"
"MORELOS",31,2015,373,373,"2015-08-02"
"SONORA",31,2015,77,77,"2015-08-02"
"YUCATÁN",31,2015,872,872,"2015-08-02"
"SAN LUIS POTOSÍ",31,2015,39,39,"2015-08-02"
"PUEBLA",31,2015,88,88,"2015-08-02"
"CAMPECHE",31,2015,473,473,"2015-08-02"
"BAJA CALIFORNIA SUR",31,2015,16,16,"2015-08-02"
"HIDALGO",31,2015,13,13,"2015-08-02"
"COAHUILA",31,2015,6,6,"2015-08-02"
"GUANAJUATO",31,2015,0,0,"2015-08-02"
"BAJA CALIFORNIA",31,2015,7,7,"2015-08-02"
"DURANGO",31,2015,1,1,"2015-08-02"
